Facility Code,Facility Name,Division,Type,Owner,Location,Constituency,Beds,Cots,Job Title of in Charge,Open 24 Hours,Open Weekends,Operational Status,ART,C-IMCI,FP,HBC,IPD,Mapped_Constituency,Constituencies,Total Population,Male Population,Female Population
19471,iom wellness clinic,eastleigh north,medical clinic,non-governmental organizations,eastleigh north,kamukunji,2,0,,n,n,operational,n,n,n,n,n,kamukunji,KAMUKUNJI,"268,276","136,670","131,599"
20227,iran medical clinic,woodley,dispensary,non-governmental organizations,woodley,kibra,0,0,nursing officer in charge,n,n,operational,n,n,n,n,n,kibra,KIBRA,"185,777","94,199","91,569"
19421,iran medical clinic (ngara),ngara,medical clinic,private practice - unspecified,ngara,starehe,0,0,,n,n,operational,n,n,n,n,n,starehe,STAREHE,"210,423","109,173","101,238"
12984,jamaa mission hospital,makadara,other hospital,kenya episcopal conference-catholic secretariat,makadara,makadara,63,8,nursing officer in charge,y,y,operational,y,y,n,y,y,makadara,MAKADARA,"189,536","96,369","93,157"
12985,jamii clinic (westlands),kitisuru,medical clinic,private enterprise (institution),kikuyu,westlands,0,0,,n,n,operational,n,y,y,n,y,westlands,WESTLANDS,"308,854","153,818","155,021"
12986,jamii medical hospital,kasarani,other hospital,private enterprise (institution),githurai,roysambu,0,0,,n,n,operational,n,n,n,y,y,kasarani,KASARANI,"780,656","381,234","399,385"
19433,jamii yadah medical centre,embakasi,health centre,private practice - general practitioner,utawala,embakasi east,4,2,,n,y,operational,n,n,n,n,n,embakasi,EMBAKASI,"988,808","492,476","496,270"
20064,jeffrey medical & diagnostic centre,kawangware,dispensary,private practice - general practitioner,kawangware,dagoretti north,0,0,hospital director,n,y,operational,n,n,n,n,n,dagoretti,DAGORETTI,"434,208","217,651","216,526"
19490,jellin medical clinic,kawangware,dispensary,private practice - nurse / midwife,kawangware,dagoretti north,0,0,nursing officer in charge,n,y,operational,n,n,n,n,n,dagoretti,DAGORETTI,"434,208","217,651","216,526"
12987,jerapha maternity,kasarani,maternity home,private enterprise (institution),korogocho,roysambu,0,0,,n,n,not-operational,n,n,y,n,y,kasarani,KASARANI,"780,656","381,234","399,385"
12988,jericho health centre,makadara,dispensary,local authority,jericho lumumba,makadara,0,0,nursing officer in charge,y,y,operational,y,n,y,y,y,makadara,MAKADARA,"189,536","96,369","93,157"
12989,jerusalem clinic,pumwani,medical clinic,local authority,bahati,embakasi west,0,0,nursing officer in charge,n,n,operational,y,y,y,y,y,embakasi,EMBAKASI,"988,808","492,476","496,270"
19548,jesus is alive dental clinic (nairobi),central,dental clinic,private practice - unspecified,central,starehe,0,0,,n,n,operational,n,n,n,n,n,starehe,STAREHE,"210,423","109,173","101,238"
18672,jeytee,kasarani,medical clinic,private enterprise (institution),kasarani,kasarani,0,0,nursing officer in charge,n,n,operational,n,n,n,n,n,kasarani,KASARANI,"780,656","381,234","399,385"
12990,jinnah ave clinic,lang'ata,dispensary,local authority,nairobi west,lang'ata,0,0,nursing officer in charge,n,n,operational,n,n,y,y,y,langata,LANGATA,"197,489","96,698","100,774"
12991,jkia health centre,embakasi,health centre,ministry of health,embakasi,embakasi east,4,0,,y,y,operational,n,n,y,n,y,embakasi,EMBAKASI,"988,808","492,476","496,270"
17650,johanna justin-jinich community clinic (kibera),kibra,medical clinic,non-governmental organizations,sarang'ombe,kibra,0,0,,n,y,operational,n,n,n,n,n,kibra,KIBRA,"185,777","94,199","91,569"
18594,joy nursing home and maternity,eastleigh north,nursing home,private practice - general practitioner,eastleigh north,kamukunji,12,0,nursing officer in charge,y,y,operational,n,n,n,n,n,kamukunji,KAMUKUNJI,"268,276","136,670","131,599"
19398,jozi medical centre,roysambu,medical clinic,private practice - general practitioner,githurai,roysambu,0,0,medical superintendant,n,y,operational,n,n,n,n,n,kasarani,KASARANI,"780,656","381,234","399,385"
12992,juhudi clinic,makadara,medical clinic,private enterprise (institution),makongeni,makadara,0,0,,n,n,operational,n,n,y,n,y,makadara,MAKADARA,"189,536","96,369","93,157"
19318,juja road hospital (nairobi),kariokor,other hospital,private enterprise (institution),kariokor,starehe,6,0,hospital director,y,y,operational,n,n,n,n,n,starehe,STAREHE,"210,423","109,173","101,238"
18407,just meno limited,makadara,medical clinic,private practice - general practitioner,harambee,makadara,0,0,,n,y,operational,n,n,n,n,n,makadara,MAKADARA,"189,536","96,369","93,157"
12993,kabete approved school dispensary,kitisuru,dispensary,ministry of health,lower kabete,westlands,0,0,clinical officer,n,n,operational,n,n,y,n,y,westlands,WESTLANDS,"308,854","153,818","155,021"
12994,kabete barracks dispensary,kitisuru,dispensary,armed forces,l/kabete,westlands,0,0,,n,n,operational,n,n,y,y,y,westlands,WESTLANDS,"308,854","153,818","155,021"
12995,kabiro medical clinic,dagoretti,health centre,non-governmental organizations,kawangware,dagoretti north,5,0,nursing officer in charge,y,y,operational,n,n,y,y,y,dagoretti,DAGORETTI,"434,208","217,651","216,526"
19528,green croos medical and dental clinic,kangemi,medical clinic,private enterprise (institution),kangemi,westlands,1,2,,y,y,operational,n,n,n,n,n,westlands,WESTLANDS,"308,854","153,818","155,021"
19895,green cross medical clinic,kibra,medical clinic,private practice - clinical officer,laini saba,lang'ata,0,0,clinical officer,n,y,operational,n,n,n,n,n,langata,LANGATA,"197,489","96,698","100,774"
12961,gsu dispensary (nairobi west),kibra,dispensary,ministry of health,kibra,lang'ata,0,0,clinical officer,n,n,operational,n,n,n,n,n,langata,LANGATA,"197,489","96,698","100,774"
12963,gsu hq dispensary (ruaraka),kasarani,dispensary,other public institution,roysambu,roysambu,0,0,clinical officer,n,n,operational,y,n,y,y,y,kasarani,KASARANI,"780,656","381,234","399,385"
12962,gsutraining school,embakasi,health centre,ministry of health,embakasi,embakasi east,0,0,nursing officer in charge,n,n,operational,n,n,y,n,y,embakasi,EMBAKASI,"988,808","492,476","496,270"
12965,guru nanak hospital,central,other hospital,private enterprise (institution),ngara,starehe,38,0,,n,n,operational,n,n,y,n,y,starehe,STAREHE,"210,423","109,173","101,238"
12966,gynapaed dispensary (kilimani-),kilimani,dispensary,private enterprise (institution),kilimani,dagoretti north,0,0,,n,n,operational,n,n,y,n,y,dagoretti,DAGORETTI,"434,208","217,651","216,526"
12967,hakati medical clinic,embakasi,medical clinic,private enterprise (institution),kayole,embakasi central,0,0,clinical officer,n,n,operational,n,n,y,n,y,embakasi,EMBAKASI,"988,808","492,476","496,270"
19472,hamza medical centre,makadara,medical clinic,private practice - clinical officer,makadara,makadara,0,0,clinical officer,y,y,operational,n,n,n,n,n,makadara,MAKADARA,"189,536","96,369","93,157"
19566,hazina medical clinic,central,medical clinic,private practice - medical specialist,central,starehe,0,0,,n,y,operational,n,n,n,n,n,starehe,STAREHE,"210,423","109,173","101,238"
19582,health matters medical centre,central,medical clinic,private practice - general practitioner,central,starehe,0,0,,n,y,operational,n,n,n,n,n,starehe,STAREHE,"210,423","109,173","101,238"
17954,health services limited,golf course,dispensary,private practice - general practitioner,woodley,dagoretti north,0,0,,n,y,operational,n,n,n,n,n,dagoretti,DAGORETTI,"434,208","217,651","216,526"
18278,healthways medical centre,lang'ata,medical clinic,private enterprise (institution),nairobi west,lang'ata,0,0,hospital director,n,y,operational,n,n,n,n,n,langata,LANGATA,"197,489","96,698","100,774"
21263,hekima medical centre,roysambu,medical clinic,private practice - clinical officer,githurai,roysambu,0,0,clinical officer,n,y,operational,n,n,n,n,n,kasarani,KASARANI,"780,656","381,234","399,385"
12970,hope community vct,dagoretti,vct centre (stand-alone),other faith based,riruta setlite,dagoretti south,0,0,,n,n,operational,n,n,n,y,n,dagoretti,DAGORETTI,"434,208","217,651","216,526"
19278,hope medical clinic ( githurai),kasarani,medical clinic,private practice - general practitioner,githurai,roysambu,0,0,clinical officer,n,y,operational,n,n,n,n,n,kasarani,KASARANI,"780,656","381,234","399,385"
19234,hope medical clinic (babadogo),kasrani,medical clinic,private practice - nurse / midwife,ruaraka,ruaraka,0,0,clinical officer,n,y,operational,n,n,n,n,n,kasarani,KASARANI,"780,656","381,234","399,385"
17684,hope world wide kenya mukuru clinic,embakasi,dispensary,non-governmental organizations,mukuru,embakasi south,0,0,nursing officer in charge,y,y,operational,n,n,n,n,n,embakasi,EMBAKASI,"988,808","492,476","496,270"
18543,hope worldwide kenya vct (makadara),makadara,vct centre (stand-alone),non-governmental organizations,maringo,makadara,0,0,,n,n,operational,n,n,n,n,n,makadara,MAKADARA,"189,536","96,369","93,157"
19373,horeb medical clinic ( hunters),kasarani,medical clinic,private practice - general practitioner,kasarani,kasarani,0,0,clinical officer,n,y,operational,n,n,n,n,n,kasarani,KASARANI,"780,656","381,234","399,385"
19643,horseet medical clinic,eastleigh north,medical clinic,private enterprise (institution),eastleigh north,kamukunji,2,1,,n,y,operational,n,n,n,n,n,kamukunji,KAMUKUNJI,"268,276","136,670","131,599"
20063,hoymas vct (nairobi),kariokor,vct centre (stand-alone),non-governmental organizations,pangani,starehe,0,0,,n,y,operational,n,n,n,n,n,starehe,STAREHE,"210,423","109,173","101,238"
17393,huduma health centre,kibra,maternity home,private practice - clinical officer,sarang'ombe,lang'ata,2,0,clinical officer,y,y,operational,n,n,n,n,n,langata,LANGATA,"197,489","96,698","100,774"
19302,hunters medical clinic,kasarani,medical clinic,private practice - general practitioner,kasarani,kasarani,0,0,clinical officer,n,y,operational,n,n,n,n,n,kasarani,KASARANI,"780,656","381,234","399,385"
12973,huruma (edarp),central,vct centre (stand-alone),kenya episcopal conference-catholic secretariat,huruma,mathare,0,0,,n,n,operational,y,n,n,y,n,mathare,MATHARE,"206,564","106,522","100,028"
12972,huruma (ncck) dispensary,huruma,dispensary,christian health association of kenya,huruma,mathare,0,0,nursing officer in charge,y,y,operational,y,n,y,y,y,mathare,MATHARE,"206,564","106,522","100,028"
12974,huruma lions dispensary,starehe,dispensary,local authority,huruma,mathare,0,0,nursing officer in charge,n,n,operational,y,n,y,y,y,mathare,MATHARE,"206,564","106,522","100,028"
12975,huruma maternity hospital,mathare,other hospital,private enterprise (institution),mathare,mathare,0,0,,n,n,operational,n,n,y,y,y,mathare,MATHARE,"206,564","106,522","100,028"
12976,huruma nursing home & maternity,starehe,nursing home,private enterprise (institution),huruma,mathare,30,0,hospital director,y,y,operational,n,n,y,y,y,mathare,MATHARE,"206,564","106,522","100,028"
20556,i choose life - africa(kileleshwa),kileleshwa,vct centre (stand-alone),non-governmental organizations,riverside,dagoretti north,0,0,clinical officer,n,n,operational,n,n,n,n,n,dagoretti,DAGORETTI,"434,208","217,651","216,526"
18201,i choose life africa,embakasi,medical clinic,private enterprise (institution),mukuru,embakasi south,8,1,nursing officer in charge,n,y,operational,n,n,n,n,n,embakasi,EMBAKASI,"988,808","492,476","496,270"
20145,idewes,kibra,vct centre (stand-alone),non-governmental organizations,kibra,lang'ata,0,0,,n,y,operational,n,n,n,n,n,langata,LANGATA,"197,489","96,698","100,774"
12980,idf mathare dispensary,eastleigh north,dispensary,private enterprise (institution),eastleigh section i,kamukunji,0,0,,n,n,operational,n,n,n,n,n,kamukunji,KAMUKUNJI,"268,276","136,670","131,599"
19427,goldmed chemists & clinic,central,medical clinic,private practice - unspecified,central,starehe,0,0,,n,n,operational,n,n,n,n,n,starehe,STAREHE,"210,423","109,173","101,238"
19539,focus outreach medical mission,parklands,medical clinic,private practice - clinical officer,parklands,westlands,0,0,,n,y,operational,n,n,n,n,n,westlands,WESTLANDS,"308,854","153,818","155,021"
18612,fremo medical centre,kawangware,health centre,private practice - clinical officer,riruta,dagoretti south,10,0,clinical officer,y,y,operational,n,n,n,n,n,dagoretti,DAGORETTI,"434,208","217,651","216,526"
12944,frepals community nursing home,kibra,maternity home,non-governmental organizations,laini saba,lang'ata,21,0,nursing officer in charge,y,y,operational,n,y,y,n,y,langata,LANGATA,"197,489","96,698","100,774"
12945,future age medical services,lang'ata,medical clinic,private enterprise (institution),karen,lang'ata,0,0,nursing officer in charge,n,y,operational,n,n,y,y,y,langata,LANGATA,"197,489","96,698","100,774"
12946,gaimu clinic,central,medical clinic,private enterprise (institution),mathare,starehe,0,0,,n,n,operational,n,n,y,n,y,starehe,STAREHE,"210,423","109,173","101,238"
16803,gatina united clinic,dagoretti,medical clinic,non-governmental organizations,kawangware,dagoretti north,0,0,nursing officer in charge,n,n,operational,n,n,n,n,n,dagoretti,DAGORETTI,"434,208","217,651","216,526"
21189,gatwekera b(olympic),kibra,dispensary,ministry of health,olympic,kibra,0,0,nursing officer in charge,n,n,pending opening,n,n,n,n,n,kibra,KIBRA,"185,777","94,199","91,569"
12949,genessaret clinic,embakasi,medical clinic,private enterprise (institution),umoja,embakasi west,0,0,,n,n,operational,n,n,y,n,y,embakasi,EMBAKASI,"988,808","492,476","496,270"
19287,genus medical services & diagnostic lab,roysambu,medical clinic,private practice - general practitioner,roysambu,roysambu,0,0,clinical officer,n,y,operational,n,n,n,n,n,kasarani,KASARANI,"780,656","381,234","399,385"
17725,gertrude komarock clinic,embakasi,health centre,private practice - general practitioner,kayole,embakasi central,3,2,nursing officer in charge,y,y,operational,n,n,n,n,n,embakasi,EMBAKASI,"988,808","492,476","496,270"
19314,gertrudes chiildren clinic (pangani),kariokor,medical clinic,private enterprise (institution),kariokor,starehe,0,0,,n,y,operational,n,n,n,n,n,starehe,STAREHE,"210,423","109,173","101,238"
12950,gertrudes childrens hospital,karura,other hospital,private enterprise (institution),muthaiga,westlands,85,0,,n,n,operational,y,y,n,y,y,westlands,WESTLANDS,"308,854","153,818","155,021"
12951,gertrudes othaya road dispensary,kilimani,dispensary,private enterprise (institution),kilimani,dagoretti north,0,0,,n,n,operational,n,n,y,y,y,dagoretti,DAGORETTI,"434,208","217,651","216,526"
12952,getrude donholm clinic,embakasi,medical clinic,private enterprise (institution),umoja,embakasi west,0,0,,y,y,operational,n,n,y,n,y,embakasi,EMBAKASI,"988,808","492,476","496,270"
18395,getrude embakasi clinic,embakasi,medical clinic,private practice - general practitioner,embakasi,embakasi south,6,4,nursing officer in charge,n,y,operational,n,n,n,n,n,embakasi,EMBAKASI,"988,808","492,476","496,270"
20886,getrudes children's hospital,makadara,medical clinic,private practice - clinical officer,hamza,makadara,6,2,nursing officer in charge,n,n,operational,n,n,n,n,n,makadara,MAKADARA,"189,536","96,369","93,157"
12953,getrudes hospital (nairobi west clinic),lang'ata,medical clinic,private enterprise (institution),nairobi west,lang'ata,0,0,nursing officer in charge,n,y,operational,n,n,y,y,y,langata,LANGATA,"197,489","96,698","100,774"
16799,gichago dispensary,kangemi,dispensary,private enterprise (institution),kangemi,westlands,0,0,,n,n,operational,n,n,n,n,n,westlands,WESTLANDS,"308,854","153,818","155,021"
21264,imani 44 medical centre,roysambu,medical clinic,private practice - clinical officer,githurai,roysambu,0,0,clinical officer,n,y,operational,n,n,n,n,n,kasarani,KASARANI,"780,656","381,234","399,385"
19469,imani health servises,waithaka,health centre,private practice - nurse / midwife,waithaka,dagoretti south,4,0,clinical officer,y,y,operational,n,n,n,n,n,dagoretti,DAGORETTI,"434,208","217,651","216,526"
19402,imani medical centre,kasarani,medical clinic,private practice - general practitioner,githurai,roysambu,0,0,clinical officer,n,y,not-operational,n,n,n,n,n,kasarani,KASARANI,"780,656","381,234","399,385"
19538,gitanga medical centre,kawangware,dispensary,private enterprise (institution),kawangware,dagoretti north,0,0,,n,n,operational,n,n,n,n,n,dagoretti,DAGORETTI,"434,208","217,651","216,526"
18887,githogoro runda baptist clinic (getrudes nairobi),highridge,dispensary,private enterprise (institution),githogoro,westlands,0,0,clinical officer,n,n,operational,n,n,n,n,n,westlands,WESTLANDS,"308,854","153,818","155,021"
17942,githurai liverpool vct,kasarani,vct centre (stand-alone),non-governmental organizations,githurai,roysambu,0,0,,n,n,operational,n,n,n,n,n,kasarani,KASARANI,"780,656","381,234","399,385"
12956,githurai medical dispensary,kasarani,dispensary,private enterprise (institution),githurai,roysambu,0,0,,n,n,operational,n,n,y,y,y,kasarani,KASARANI,"780,656","381,234","399,385"
12957,githurai vct,kasarani,vct centre (stand-alone),private enterprise (institution),githurai,roysambu,0,0,,n,n,operational,n,n,n,y,n,kasarani,KASARANI,"780,656","381,234","399,385"
20396,dr.p.w.kamau&associates(upper hill medical centre),kilimani,medical clinic,private practice - general practitioner,kilimani,dagoretti north,0,0,hospital director,n,y,operational,n,n,n,n,n,dagoretti,DAGORETTI,"434,208","217,651","216,526"
18389,dreamline medical clinic kamulu,ruai,medical clinic,private practice - general practitioner,ruai,kasarani,0,2,nursing officer in charge,y,n,operational,n,n,n,n,n,kasarani,KASARANI,"780,656","381,234","399,385"
12929,dreams centre dispensary (langata),lang'ata,dispensary,kenya episcopal conference-catholic secretariat,lang'ata,lang'ata,0,0,clinical officer,n,n,operational,y,n,n,y,n,langata,LANGATA,"197,489","96,698","100,774"
20234,drugnet medical centre,ruaraka,medical clinic,private practice - unspecified,ruaraka,ruaraka,0,0,hospital director,y,y,operational,n,n,n,n,n,kasarani,KASARANI,"780,656","381,234","399,385"
13099,dsc karen dispensary (armed forces),lang'ata,dispensary,armed forces,karen,lang'ata,0,0,clinical officer,y,y,operational,n,n,y,y,y,langata,LANGATA,"197,489","96,698","100,774"
18739,eagle wings medical centre,lang'ata,medical clinic,private practice - medical specialist,mugumoini,lang'ata,0,0,,n,y,operational,n,n,n,n,n,langata,LANGATA,"197,489","96,698","100,774"
19618,east medical clinic,dandora,medical clinic,private practice - general practitioner,dandora,embakasi north,0,0,,n,y,not-operational,n,n,n,n,n,embakasi,EMBAKASI,"988,808","492,476","496,270"
12930,eastleigh health centre,pumwani,health centre,local authority,eastleigh section i,kamukunji,24,0,nursing officer in charge,n,n,operational,n,n,y,n,y,kamukunji,KAMUKUNJI,"268,276","136,670","131,599"
19526,eastway medical centre,kawangware,dispensary,private enterprise (institution),kawangware,dagoretti north,0,0,,n,n,operational,n,n,n,n,n,dagoretti,DAGORETTI,"434,208","217,651","216,526"
18990,ebenezer medical services,kibra,medical clinic,private practice - nurse / midwife,laini saba,lang'ata,0,0,nursing officer in charge,n,y,operational,n,n,n,n,n,langata,LANGATA,"197,489","96,698","100,774"
13220,edarp donholm clinic,embakasi,dispensary,kenya episcopal conference-catholic secretariat,savannah,embakasi east,0,0,nursing officer in charge,n,n,operational,n,n,y,n,y,embakasi,EMBAKASI,"988,808","492,476","496,270"
17719,edarp komarock health centre,kayole,medical clinic,kenya episcopal conference-catholic secretariat,komarock,embakasi central,0,0,,n,n,operational,n,n,n,n,n,embakasi,EMBAKASI,"988,808","492,476","496,270"
17548,edarp njiru clinic,njiru,medical clinic,kenya episcopal conference-catholic secretariat,njiru,kasarani,0,0,,n,n,operational,n,n,n,n,n,kasarani,KASARANI,"780,656","381,234","399,385"
13169,edarp ruai clinic,ruai,dispensary,kenya episcopal conference-catholic secretariat,ruai,kasarani,0,0,,n,n,operational,y,n,y,y,y,kasarani,KASARANI,"780,656","381,234","399,385"
13191,edarp soweto health centre,embakasi,health centre,kenya episcopal conference-catholic secretariat,kayole,embakasi central,0,0,nursing officer in charge,n,n,operational,y,n,y,y,y,embakasi,EMBAKASI,"988,808","492,476","496,270"
12931,eden dispensary,kasarani,dispensary,private enterprise (institution),kahawa,roysambu,0,0,,n,n,operational,y,n,y,y,y,kasarani,KASARANI,"780,656","381,234","399,385"
12932,ediana nursing home,roysambu,nursing home,private enterprise (institution),githurai,roysambu,0,0,,n,n,operational,n,n,y,y,y,kasarani,KASARANI,"780,656","381,234","399,385"
12933,edna clinic,eastleigh north,medical clinic,private enterprise (institution),eastleigh section i,kamukunji,0,0,,n,n,operational,n,y,y,n,y,kamukunji,KAMUKUNJI,"268,276","136,670","131,599"
12934,edna maternity,eastleign south,maternity home,private enterprise (institution),eastleigh section iii,kamukunji,6,0,,n,n,operational,y,n,y,y,y,kamukunji,KAMUKUNJI,"268,276","136,670","131,599"
19252,embakasi district medical office,mukuru,district health office,ministry of health,mukuru,embakasi south,0,0,,n,n,operational,n,n,n,n,n,embakasi,EMBAKASI,"988,808","492,476","496,270"
12935,embakasi health centre,embakasi,health centre,local authority,embakasi,embakasi east,0,0,nursing officer in charge,n,n,operational,y,n,y,y,y,embakasi,EMBAKASI,"988,808","492,476","496,270"
19437,embakasi medical centre,mukuru,health centre,private practice - clinical officer,mukuru,embakasi south,4,2,clinical officer,y,y,operational,n,n,n,n,n,embakasi,EMBAKASI,"988,808","492,476","496,270"
18894,embakasi medical centre (aun),embakasi,medical clinic,private practice - general practitioner,tassia,embakasi west,6,2,nursing officer in charge,n,y,operational,n,n,n,n,n,embakasi,EMBAKASI,"988,808","492,476","496,270"
18987,emko clinic,kibra,medical clinic,private practice - clinical officer,kibra,kibra,0,0,clinical officer,n,y,operational,n,n,n,n,n,kibra,KIBRA,"185,777","94,199","91,569"
18893,emmanuel medical centre,umoja,medical clinic,private practice - general practitioner,savannah,embakasi west,5,2,nursing officer in charge,y,y,operational,n,n,n,n,n,embakasi,EMBAKASI,"988,808","492,476","496,270"
12936,emmaus nursing home,embakasi,maternity home,private enterprise (institution),umoja,embakasi west,12,2,,y,y,operational,n,y,y,n,y,embakasi,EMBAKASI,"988,808","492,476","496,270"
18613,glory health clinic,kawangware,dispensary,private practice - nurse / midwife,riruta,dagoretti south,0,0,nursing officer in charge,n,y,operational,n,n,n,n,n,dagoretti,DAGORETTI,"434,208","217,651","216,526"
18282,glovnet vct,makadara,vct centre (stand-alone),non-governmental organizations,makadara,makadara,0,0,nursing officer in charge,n,n,operational,n,n,n,n,n,makadara,MAKADARA,"189,536","96,369","93,157"
19995,evesben foundation medical clinic,kibra,medical clinic,private practice - clinical officer,laini saba,lang'ata,0,0,clinical officer,n,y,operational,n,n,n,n,n,langata,LANGATA,"197,489","96,698","100,774"
19572,eyeclinic (nairobi),central,eye clinic,private practice - unspecified,central,starehe,0,0,,n,n,operational,n,n,n,n,n,starehe,STAREHE,"210,423","109,173","101,238"
19274,family acces medical centre,ruaraka,medical clinic,private practice - general practitioner,githurai,ruaraka,0,0,clinical officer,n,y,operational,n,n,n,n,n,kasarani,KASARANI,"780,656","381,234","399,385"
12937,family care clinic kasarani,kasarani,dispensary,private enterprise (institution),githurai,roysambu,0,0,,n,n,operational,n,n,n,n,n,kasarani,KASARANI,"780,656","381,234","399,385"
12942,family care medical centre & maternity,lang'ata,maternity home,non-governmental organizations,nairobi west,lang'ata,20,0,nursing officer in charge,y,y,operational,y,y,y,y,y,langata,LANGATA,"197,489","96,698","100,774"
18755,family dental care (ayany),kibra,medical clinic,private practice - medical specialist,sarang'ombe,lang'ata,0,0,,n,y,operational,n,n,n,n,n,langata,LANGATA,"197,489","96,698","100,774"
12938,family health medical dispensary,dagoretti,dispensary,non-governmental organizations,golfcourse,dagoretti north,0,0,,n,n,operational,n,n,n,n,n,dagoretti,DAGORETTI,"434,208","217,651","216,526"
18217,family health option of kenya,eastleigh north,medical clinic,non-governmental organizations,eastleigh north,kamukunji,0,0,,n,y,operational,n,n,n,n,n,kamukunji,KAMUKUNJI,"268,276","136,670","131,599"
12939,family health options phoenix,central,dispensary,non-governmental organizations,central business district,starehe,0,0,,n,n,operational,y,n,n,y,n,starehe,STAREHE,"210,423","109,173","101,238"
12941,family life promotions and services,bahati,dispensary,non-governmental organizations,jerusalem,embakasi west,3,1,nursing officer in charge,y,y,operational,n,n,y,y,y,embakasi,EMBAKASI,"988,808","492,476","496,270"
18390,family medical centre (ruai),njiru,medical clinic,private practice - general practitioner,ruai,kasarani,2,2,,y,y,operational,n,n,n,n,n,kasarani,KASARANI,"780,656","381,234","399,385"
18795,church army medical clinic,makadara,medical clinic,christian health association of kenya,makongeni,makadara,0,0,nursing officer in charge,n,y,operational,n,n,n,n,n,makadara,MAKADARA,"189,536","96,369","93,157"
18629,cid hqs dispensary,kasarani,dispensary,state coorporation,roysambu,roysambu,0,0,nursing officer in charge,n,n,operational,n,n,n,n,n,kasarani,KASARANI,"780,656","381,234","399,385"
12897,cidi mukuru clinic,embakasi,medical clinic,other faith based,mukuru,embakasi south,6,2,,y,y,operational,n,n,y,n,y,embakasi,EMBAKASI,"988,808","492,476","496,270"
12898,clinitec medical services,kilimani,medical centre,company medical service,kilimani,dagoretti north,0,0,,n,n,operational,n,n,y,y,y,dagoretti,DAGORETTI,"434,208","217,651","216,526"
17388,clinix health care,lang'ata,medical clinic,private practice - unspecified,nairobi west,lang'ata,0,0,medical superintendant,y,y,operational,n,n,n,n,n,langata,LANGATA,"197,489","96,698","100,774"
18754,clinix health care (kibra),kibra,medical clinic,private enterprise (institution),sarang'ombe,kibra,0,0,clinical officer,n,n,operational,n,n,n,n,n,kibra,KIBRA,"185,777","94,199","91,569"
20369,cmia grace children's centre dispensary,langata,dispensary,christian health association of kenya,langata,lang'ata,0,0,clinical officer,n,n,operational,n,n,n,n,n,langata,LANGATA,"197,489","96,698","100,774"
20326,cmm clinic,kibra,dispensary,christian health association of kenya,sarang'ombe,kibra,0,0,,n,n,operational,n,n,n,n,n,kibra,KIBRA,"185,777","94,199","91,569"
18745,comboni missionary sisters health programm,kasarani,health programme,kenya episcopal conference-catholic secretariat,korogocho,ruaraka,0,0,,n,y,operational,n,n,n,n,n,kasarani,KASARANI,"780,656","381,234","399,385"
19455,communal oriented service international centre,embakasi,health centre,private practice - general practitioner,embakasi,embakasi east,16,4,nursing officer in charge,y,y,operational,n,n,n,n,n,embakasi,EMBAKASI,"988,808","492,476","496,270"
20230,community evolution network vct,kibra,medical clinic,non-governmental organizations,kibra,kibra,0,0,nursing officer in charge,n,y,operational,n,n,n,n,n,kibra,KIBRA,"185,777","94,199","91,569"
12901,community health foundation,central,dispensary,community,central business district,starehe,0,0,,n,n,operational,n,n,n,y,n,starehe,STAREHE,"210,423","109,173","101,238"
12902,compassionate hospital,kasarani,other hospital,private enterprise (institution),kasarani,ruaraka,0,0,,n,n,operational,n,n,y,n,y,kasarani,KASARANI,"780,656","381,234","399,385"
12903,conerstone clinic,njiru,medical clinic,christian health association of kenya,njiru,embakasi west,0,0,,n,n,operational,n,n,y,n,y,embakasi,EMBAKASI,"988,808","492,476","496,270"
20641,congo medical services,roysambu,medical clinic,private enterprise (institution),kahawa west,roysambu,0,0,clinical officer,y,y,operational,n,n,n,n,n,kasarani,KASARANI,"780,656","381,234","399,385"
12958,coni health centre,embakasi,health centre,private practice - nurse / midwife,kayole,embakasi central,4,1,nursing officer in charge,y,y,operational,n,n,y,n,y,embakasi,EMBAKASI,"988,808","492,476","496,270"
19450,connections medical clinic,embakasi,medical clinic,private practice - unspecified,embakasi,embakasi east,2,1,nursing officer in charge,n,y,operational,n,n,n,n,n,embakasi,EMBAKASI,"988,808","492,476","496,270"
18888,consolata shrine dispensary (deep sea nairobi),highridge,dispensary,kenya episcopal conference-catholic secretariat,highridge,westlands,0,0,clinical officer,n,y,operational,n,n,n,n,n,westlands,WESTLANDS,"308,854","153,818","155,021"
12905,coptic hospital (ngong road),kilimani,other hospital,christian health association of kenya,kilimani,dagoretti north,60,0,hospital director,y,y,operational,y,y,y,y,y,dagoretti,DAGORETTI,"434,208","217,651","216,526"
12904,coptic medical clinic,viwandani,medical clinic,christian health association of kenya,viwandani,makadara,0,0,clinical officer,n,y,operational,y,n,y,y,y,makadara,MAKADARA,"189,536","96,369","93,157"
19439,corban health care,umoja,health centre,private practice - nurse / midwife,umoja,embakasi west,3,1,nursing officer in charge,n,y,operational,n,n,n,n,n,embakasi,EMBAKASI,"988,808","492,476","496,270"
19470,corner hse med laboratory,central,laboratory (stand-alone),private practice - unspecified,central,starehe,0,0,,n,y,operational,n,n,n,n,n,starehe,STAREHE,"210,423","109,173","101,238"
12906,corner stone,kasarani,vct centre (stand-alone),private enterprise (institution),kasarani,roysambu,0,0,,n,n,operational,n,n,n,y,n,kasarani,KASARANI,"780,656","381,234","399,385"
